SITE,Waterbody,Year,LATITUDE,LONGITUDE,Easting,Northing,TMEAN,TRANGE,Altitude,Slope,Discharge,Dist_from_Source,Alkalinity,Mean_Width,Mean_Depth,Boulder_Cobbles,Pebbles_Gravel,Sand,Silt_Clay,lat_raw,lon_raw,EG7,EG43
NW04,Eden,1980,54.65,-2.61,360400,528200,9.11,12.26,93,1,7,55.2,138,41.7,48,20,80,0,0,569825.3833,322848.8372,3,22
NW05,Eden,1980,54.58,-2.49,368300,520600,9.01,12.4,123,1.1,6,40,138,23.3,30.3,45,55,0,0,562580.9199,329093.0233,3,22
NW06,Eden,1980,54.9,-2.83,347000,556700,8.91,11.76,19,0.6,8,95.2,88,43,35.3,56,43,0,1,595698.4668,311401.1628,5,32
NW07,Waver,1980,54.83,-3.21,322300,549100,9.25,11.61,16,2,3,15.5,133,7.7,15.7,70,27,3,0,588454.0034,291627.907,NA,NA
SEPA_E01,Water of Ruchill,1980,56.3131,-4.10828,269600,715400,8.56,12.61,203,25.9,4,11.3,19.3,13.3,27.7,85,15,0,0,741943.4838,244886.0116,2,14
SEPA_E02,Invervar Burn,1980,56.6059,-4.17509,266500,748100,8.36,12.35,188,73.6,3,4.8,11.8,7,21,82,18,0,0,772246.0392,241409.561,2,14
SEPA_E03,Tay/Dochart/Fillan/Cononish,1980,56.4492,-3.45537,310300,729500,8.52,12.57,8,1.2,10,137.8,22.4,78.3,65,77,21,1,1,756028.7905,278860.1076,3,22
SEPA_E04,Tay/Dochart/Fillan/Cononish,1980,56.5882,-3.62357,300300,745200,8.5,12.56,49,1.1,10,101.9,13.7,76.7,53.3,57,43,0,0,770414.2249,270107.8401,2,12
SEPA_E05,Tay/Dochart/Fillan/Cononish,1980,56.661,-3.75724,292300,753500,8.42,12.55,67,1.9,9,85.2,11.7,71.7,60,62,36,2,0,777948.4668,263152.3372,3,22
SEPA_E06,Tay/Dochart/Fillan/Cononish,1980,56.54,-3.52716,306100,739700,8.5,12.54,39,0.9,10,111.5,13.7,51.7,64.9,66,33,0,0,765425.8944,275124.5233,3,22
SEPA_E07,Tay/Dochart/Fillan/Cononish,1980,56.5432,-3.40855,313400,739900,8.51,12.51,30,1.2,10,120.7,13.7,48.3,58.6,73,27,0,0,765757.0698,281296.3808,2,12
SEPA_E08,Tay/Dochart/Fillan/Cononish,1980,56.4947,-3.41162,313100,734500,8.52,12.54,18,1.3,10,129.7,22.4,71.7,67.3,78,20,1,1,760737.6917,281136.6337,3,22
SEPA_E09,North Esk,1980,56.8101,-2.64864,360400,768900,8.49,11.74,47,4.3,6,47.4,12.9,39.3,34,67,30,3,0,793379.1738,320838.2093,2,12
SEPA_E10,North Esk,1980,56.7828,-2.53523,367300,765800,8.46,11.53,19,1.8,7,57.3,26.8,30,28.3,57,40,3,0,790553.833,326739.4855,3,22
SEPA_N01,Shetland: Upper Loch of Brouster,1980,60.2484,-1.53029,426000,1151600,NA,NA,4,8.3,2,8.6,17,4.4,10,87,12,2,0,1149216.865,379031.4215,1,1
SEPA_N03,Shetland:South Burn of Burrafirth,1980,60.3015,-1.33591,436700,1157600,NA,NA,4,16.7,2,6.9,12,7.6,16,60,40,0,0,1154712.308,389145.9622,1,1
SEPA_N04,Shetland: Burn of Sandwater,1980,60.2418,-1.26306,440800,1151000,NA,NA,5,4.2,2,10.4,50,4.07,12,27,67,3,3,1148533.816,392936.7035,1,1
SEPA_N05,Shetland:Laxo/Gossawater,1980,60.3528,-1.1935,444500,1163400,NA,NA,11,16.2,2,5.9,38,6.13,10,73,27,0,0,1160021.465,396556.25,1,1
SEPA_N06,Shetland: Burn of Laxdale,1980,60.044,-1.2154,443700,1129000,NA,NA,5,11.5,1,6.6,17.5,3.6,12,73,27,0,0,1128063.032,395416.686,1,1
SEPA_N07,Unst: Burn of Mailand/Caldback,1980,60.56,-0.87892,461000,1213900,NA,NA,5,4.6,3,13.4,32.5,4.5,19,43,50,7,0,1181465.077,412925.3837,1,1
SEPA_N08,Yell: Laxa Burn,1980,60.56,-1.07949,450400,1191400,NA,NA,10,0,1,7,9.7,3.63,17,60,40,0,0,1181465.077,402488.7471,1,1
SEPA_N09,Yell: Easter Burn of Bouster,1980,60.56,-1.1487,446600,1192200,NA,NA,10,0,1,4.9,21,2.53,10,37,57,7,0,1181465.077,398887.4128,1,1
SEPA_N10,Yell:Burn of Arisdale,1980,60.5121,-1.11487,448600,1181200,NA,NA,10,0,2,7.4,19,4.43,13,60,40,0,0,1176507.794,400647.7529,1,1
SEPA_N11,Orkney: Hillside/Rusht,1980,59.1092,-3.22942,329600,1025300,NA,NA,27,9.5,2,8.5,152.2,5.83,20,28,57,7,8,1031318.399,290617.3895,1,2
SEPA_N12,Orkney: Hillside/Rusht,1980,59.0862,-3.18497,332100,1022700,NA,NA,41,9.6,1,4.3,131,6.67,18,22,70,2,7,1028938.075,292930.3401,1,2
SEPA_N13,Orkney:Burn of Woodwick,1980,59.0916,-3.08566,337800,1023200,NA,NA,60,41,1,3.7,64.3,3.33,12,32,63,0,5,1029496.934,298097.9244,1,2
SEPA_N14,Orkney: Unnamed,1980,59.0376,-3.20072,331100,1017300,NA,NA,10,5.7,1,5.9,160.5,3.5,16,42,47,7,5,1023908.348,292110.7907,1,2
SEPA_N15,Orkney: Etheriegeo,1980,59.1222,-3.18272,332300,1026700,NA,NA,49,8.8,1,2.1,132.6,1.98,11,20,73,2,5,1032663.799,293047.4186,1,2
SEPA_N16,Orkney: Burn of Swartabeck,1980,58.9488,-3.08291,337700,1007300,NA,NA,18,10.5,1,4.1,174,2.74,20,17,60,7,17,1014718.228,298241.0203,1,2
SEPA_N17,Orkney: Hillside/Rusht,1980,59.109,-3.25037,328400,1025300,NA,NA,20,9.4,3,10.1,102.4,5.25,19,38,57,2,3,1031297.7,289527.2587,1,2
SEPA_N18,Orkney: Burn of Corrigal,1980,59.0576,-3.17526,332600,1019500,NA,NA,49,23.8,1,3.3,176.3,1.37,15,27,57,10,7,1025978.194,293435.5988,1,2
SEPA_N19,Hoy: South Burn,1980,58.8786,-3.38084,320300,999800,NA,NA,9,4.3,1,6,47.1,3.56,17,32,60,8,0,1007453.066,282738.2674,2,13
SEPA_N20,Hoy: Withigill/Bailiefea,1980,58.8407,-3.2199,329600,995400,NA,NA,10,3.8,1,6.5,75.1,4.65,11,60,38,2,0,1003530.707,291112.7616,1,4
SEPA_N21,Rousay:Suso Burn,1980,59.1615,-2.99517,343100,1030900,NA,NA,29,26.5,1,5.7,36.4,2.01,18,30,63,2,5,1036731.048,302806.561,1,2
SEPA_N22,Skye:Sligachan,1980,57.2888,-6.17271,148600,829700,NA,NA,11,10.7,5,11.3,2.5,13.9,19,63,37,0,0,842920.954,137463.6366,1,3
SEPA_N23,Skye:Ose,1980,57.3786,-6.46435,131700,840800,NA,NA,5,9.8,3,11.4,28.3,8.63,21,87,12,2,0,852214.5656,122288.1831,2,13
SEPA_N24,Skye:Snizort,1980,57.4518,-6.29974,142100,848300,NA,NA,12,4.2,5,19.6,29.7,15.6,35,63,35,2,0,859790.2044,130853.6453,1,6
SEPA_N25,Skye:Snizort,1980,57.415,-6.29543,142100,844200,NA,NA,71,11.5,5,13.7,22.1,14.7,25,80,20,0,0,855981.6865,131077.9157,2,13
SEPA_N26,Skye:Broadford River,1980,57.2218,-5.93634,162400,821400,NA,NA,17,3.4,3,4.4,69.3,5.93,19,65,32,3,0,835986.9676,149763.1221,1,6
SEPA_N27,Skye:Brittle,1980,57.2411,-6.28012,141800,824800,NA,NA,24,6.6,3,5.1,13.1,15.9,15,57,43,0,0,837984.3697,131874.5698,2,13
SEPA_N28,Skye:Ord River,1980,57.147,-5.93997,161700,813100,NA,NA,4,13,2,6,15.1,6.53,18,63,35,2,0,828245.7411,149574.2355,1,7
SEPA_N29,Lewis:Airigh Sgridhe/Greeta/Abhainn Ghrioda,1980,58.204,-6.4211,140300,932400,NA,NA,37,7.5,4,17.2,3.2,10.57,29,58,33,8,0,937637.138,124538.6919,1,5
SEPA_N30,Lewis:Airigh Sgridhe/Greeta/Abhainn Ghrioda,1980,58.2003,-6.50242,135500,932300,NA,NA,69,5.3,3,10.9,2.2,7.8,22,50,47,2,2,937254.2164,120307.2151,1,5
SEPA_N31,Lewis: Tolsta Burn,1980,58.3307,-6.2386,151900,945800,NA,NA,57,32.5,1,5.7,1.1,2.03,24,73,27,0,0,950749.6167,134035.0581,1,3
SEPA_N32,Lewis: Abhainn a Loin,1980,58.1073,-6.85437,114100,923400,NA,NA,6,7.1,4,11,2.1,12.83,20,63,35,2,0,927629.4293,101993.5378,1,3
SEPA_N33,Lewis: nan Torcan/Laxay,1980,58.1039,-6.55651,131600,921800,NA,NA,8,3.5,4,18.9,2.7,12.23,21,57,42,2,0,927277.5554,117492.6483,1,5
SEPA_N34,Lewis: Abhainn Geiraha,1980,58.3717,-6.22298,153100,950300,NA,NA,22,35.6,2,7.7,3.6,4.6,30,78,20,2,0,954992.8024,134847.843,1,3
SEPA_N35,Lewis: Abhainn Dhubh,1980,58.1845,-6.66563,125800,931200,NA,NA,30,10.8,3,12,2.1,5.62,18,63,32,5,0,935619.0375,111814.6017,1,3
SEPA_N36,North Harris: Meavaig River,1980,57.9525,-6.90109,110100,906400,NA,NA,4,8.7,3,7.3,3.6,8.07,22,58,37,5,0,911608.816,99562.46802,1,3
SEPA_N37,North Harris: Scaladale River,1980,57.9882,-6.76875,118200,909800,NA,NA,35,67.7,2,1,2,9.4,29,68,28,3,0,915303.4923,106448.7645,1,3
SEPA_N39,South Harris: Laxdale,1980,57.8658,-6.8859,110300,896700,NA,NA,20,10.6,2,4.8,4.9,10.57,22,72,27,2,0,902636.0307,100352.8779,1,3
SEPA_N40,South Uist: Abhainn Roag,1980,57.2894,-7.36416,76900,834800,NA,NA,10,7.9,2,6.9,7.3,6.6,22,47,32,20,2,842983.0494,75466.67442,1,5
SEPA_N41,Dionard,1980,58.5004,-4.81296,236100,960300,8.5,8.44,11,2.9,5,22.6,3.8,17.1,22.7,50,45,5,0,968312.2658,208218.0698,1,4
SEPA_N42,Hope,1980,58.5053,-4.62104,247300,960400,8.41,8.68,6,4.6,7,33.4,2.2,35,37.8,57,38,3,2,968819.3782,218204.6047,1,5
SEPA_N43,Hope,1980,58.3665,-4.64152,245500,945000,8.36,9.32,12,3.8,6,16.1,5,12.1,21.3,52,42,7,0,954454.6422,217138.9302,2,14
SEPA_N44,Naver/Mudale/Meadie,1980,58.4674,-4.19804,271800,955300,8.11,9.92,12,2.7,7,52.6,4.9,26.9,32.8,30,68,2,0,964897.0187,240215.3605,2,11
SEPA_N45,Naver/Mudale/Meadie,1980,58.3644,-4.23096,269500,943900,8.15,10.24,47,4,7,38.2,3,24.6,40,50,48,2,0,954237.3083,238502.3721,2,11
SEPA_N46,Naver/Mudale/Meadie,1980,58.2878,-4.44283,256800,935800,8.23,10.18,76,2.2,6,19.2,5.3,23.5,17,35,45,20,0,946309.7956,227477.7413,2,11
SEPA_N47,Meadie Burn,1980,58.3125,-4.55723,250200,938800,8.29,9.73,145,2,3,7.8,2.8,7.6,31.1,70,30,0,0,948866.0562,221524.9506,1,5
SEPA_N48,Clachan/nan Laogh,1980,58.5075,-4.1662,273800,959700,8.1,9.94,74,4.9,1,6,22.7,3.9,18.4,62,37,2,0,969047.0613,241872.1512,1,4
SEPA_N49,Kirkaig/Ledbeg,1980,58.1214,-5.25187,208500,919300,8.5,9.07,9,16.1,6,31.6,17.8,17.4,38.4,75,23,2,0,929088.6712,185379.439,1,6
SEPA_N50,Allt nam Uamh,1980,58.1159,-4.96261,225500,917900,8.48,9.51,149,61.2,2,4.3,53.5,6.7,25.8,77,22,2,0,928519.4634,200431.0494,2,16
SEPA_N52,CarroNAbhainn a Ghlinne Mhoir,1980,57.8846,-4.56221,248100,891200,8.24,10.79,86,7.5,7,29.7,5.2,33.3,26.8,60,37,3,0,904581.6865,221265.8169,2,13
SEPA_N53,CarroNAbhainn a Ghlinne Mhoir,1980,57.8901,-4.37528,259200,891400,8.21,10.87,6,2.4,7,42.7,6,35.7,29.2,55,44,1,0,905150.8944,230992.6977,2,13
SEPA_N54,Kirkaig/Ledbeg,1980,58.0628,-5.004,222800,912100,8.48,9.57,125,1,1,13.3,31.9,20.8,19.9,28,65,5,2,923024.0204,198277.3256,1,6
SEPA_N55,Ledmore/Loin Duibh,1980,58.0602,-4.96139,225300,911700,8.49,9.75,138,8.6,1,7.7,15.4,6.7,19.4,27,65,7,2,922754.9404,200494.532,1,6
SEPA_N56,Ledmore/Loin Duibh,1980,58.0349,-4.88981,229400,908700,8.49,9.96,147,3.6,1,1.5,45.5,4.6,26.5,17,53,8,22,920136.5843,204219.189,1,2
SEPA_N57,Dornoch Burn,1980,57.8875,-4.06129,277800,890500,8.23,10.83,27,7.9,1,0.9,41.6,1.2,8.8,20,67,10,3,904881.8143,247331.1308,1,2
SEPA_N58,Applecross/Allt Coire Attadale,1980,57.4499,-5.79739,172200,846300,8.76,9.58,13,10.8,5,11.7,7,14.4,40.9,85,15,0,0,859593.569,156993.3692,2,14
SEPA_N59,Abhainn Bhuachaig,1980,57.428,-5.4684,191800,842800,8.59,10.35,43,51.8,2,4.6,7.6,5.5,24.8,73,23,3,0,857327.0869,174112.3256,2,14
SEPA_N60,Ewe/Kinlochewe River/Abhainn Bruach,1980,57.765,-5.60161,185800,880700,8.76,9.19,4,3.1,8,50.6,2.3,37.5,67.8,87,13,0,0,892204.0034,167180.7587,1,5
SEPA_N61,Beauly/Glass/Affric/Cam-ban,1980,57.2633,-4.98502,220000,823100,8.32,11.05,230,1.5,7,24.3,1.9,20.7,59.8,78,18,3,0,840281.8995,199264.9477,1,5
SEPA_N62,Enrick,1980,57.3318,-4.69807,237600,830000,8.27,11.04,157,31.5,3,14.8,6.5,6.9,26.6,78,20,2,0,847371.1244,214196.3576,2,14
SEPA_N64,Moidart,1980,56.7824,-5.71814,172900,771800,8.78,10.02,9,6.1,4,11.3,3.2,15,21.1,77,23,0,0,790512.4361,161117.1337,1,4
SEPA_N65,Scaddle,1980,56.7694,-5.25183,201300,768900,8.64,10.48,10,7.1,6,18.6,3.6,17.9,34.2,83,17,0,0,789167.0358,185381.5203,NA,NA
SEPA_N66,Croe,1980,57.2365,-5.36914,196700,821200,8.46,10.58,12,5.2,5,12.8,6.9,14.9,26.7,53,37,10,0,837508.3049,179277.3081,2,13
SEPA_N67,Spean/Pattack/Chaoil-reidhe,1980,56.9741,-4.38577,255000,789500,8.25,11.7,256,7.5,5,27.7,7,9.5,21.3,37,60,3,0,810351.9165,230446.8517,2,14
SEPA_N68,Coe,1980,56.6662,-4.99312,216600,756700,8.6,10.59,117,19.2,4,6.2,2.7,11.6,34.5,80,20,0,0,778486.6269,198843.4651,2,14
SEPA_W01,Islay:Laggan/Barr,1980,55.7823,-6.14408,140200,662100,NA,NA,105,38.3,1,2.3,40.7,1.13,16,52,45,0,3,687009.753,138953.3953,1,7
SEPA_W02,Islay:Laggan/Barr,1980,55.7622,-6.18023,137800,660000,NA,NA,56,15.2,3,6.7,41.2,5.53,18,57,43,0,0,684929.5571,137072.3343,2,13
SEPA_W03,Islay:Laggan/Barr,1980,55.7351,-6.23632,134100,657200,NA,NA,23,2.9,4,14.8,32.3,13.5,29,63,37,0,0,682124.9148,134153.6977,2,12
SEPA_W04,Islay:Laggan/Barr,1980,55.7202,-6.30164,129900,655800,NA,NA,5,1.5,5,22,30.6,13.9,24,18,80,2,0,680582.879,130754.7791,1,7
SEPA_W05,Islay: Duich/Torra,1980,55.7173,-6.22961,134400,655200,NA,NA,46,11.4,3,8.5,3,4.53,20,67,33,0,0,680282.7513,134502.8517,1,4
SEPA_W06,Islay: Duich/Torra,1980,55.7178,-6.29341,130400,655500,NA,NA,7,2.2,3,13.8,5.7,5.87,15,53,47,0,0,680334.4974,131183.0262,1,4
SEPA_W07,Arran: Machrie Water,1980,55.564,-5.27203,193700,634900,NA,NA,62,9.4,4,6,5.8,11.07,17,60,40,0,0,664417.3765,184330.4157,2,15
SEPA_W08,Arran: Machrie Water,1980,55.547,-5.33722,189500,633200,NA,NA,5,7.7,4,12,13.8,11.57,25,73,27,0,0,662658.0068,180938.2616,2,13
SEPA_W09,Arran:Sliddery Water,1980,55.5092,-5.20567,197500,628600,NA,NA,194,61.8,1,1.8,10.8,5.37,20,75,25,0,0,658745.9966,187783.4506,2,14
SEPA_W10,Arran:Sliddery Water,1980,55.4556,-5.25987,193900,622800,NA,NA,14,14.3,4,10,29.6,9.37,26,80,20,0,0,653198.8075,184963.1599,2,13
SEPA_W11,Mull:Aros River,1980,56.5316,-5.97666,155500,744800,NA,NA,5,7.5,5,12.6,15.7,11.5,26,78,20,2,0,764556.5588,147665.0756,2,13
SEPA_W12,Mull:Forsa,1980,56.4739,-5.86824,161800,738000,NA,NA,35,6.1,3,7.4,6.6,8.7,18,73,27,0,0,758585.0511,153306.6977,1,4
SEPA_W13,Mull:Forsa,1980,56.5158,-5.90831,159600,742800,NA,NA,6,3.4,5,13.5,7.7,10.2,20,43,57,0,0,762921.3799,151221.6599,1,7
SEPA_W15,Mull:Coladoir River,1980,56.3914,-5.97498,154700,729200,NA,NA,4,7.1,4,11.2,5.7,20.3,24,50,50,0,0,750046.9336,147752.4942,1,4
SEPA_W16,Mull: Allt an Lon Biolaireich,1980,56.5344,-6.05833,150500,745400,NA,NA,85,12.6,1,5,25.1,4.7,15,70,30,0,0,764846.3373,143415.3866,2,14
SEPA_W17,Jura:Corran River,1980,55.8794,-5.92723,154400,672100,NA,NA,16,19.7,3,6.8,1.4,11.57,27,80,20,0,0,697058.8586,150237.1599,1,3
SEPA_W18,Jura:Lussa River,1980,56.0252,-5.77984,164500,687800,NA,NA,24,17.9,3,8.7,2.7,9.77,29,82,18,0,0,712148.0409,157906.5814,1,3
SEPA_W19,Barbreck,1980,56.1934,-5.50285,182700,705600,9.11,9.72,4,4.2,4,11.6,48.2,9.2,21.9,60,40,0,0,729555.4514,172319.7238,1,7
SEPA_W20,Allt Bragleenmore,1980,56.3271,-5.38239,190900,720100,9.04,10.01,78,26.3,3,6.4,22.8,8,24.3,75,25,0,0,743392.3765,178587.8459,2,13
SEPA_W21,Eachaig,1980,56.0155,-4.9859,213900,684300,8.66,11.34,8,2,6,28.8,5.7,20.2,30.3,30,70,0,0,711144.1652,199219.157,2,13
SEPA_W22,Allt Maol Ruainidh,1980,56.633,-4.79476,228600,752500,8.42,11.16,335,47.8,1,1.8,3.9,1.7,7.8,73,27,0,0,775050.6814,209165.1047,1,3
SEPA_W23,Etive,1980,56.6518,-4.83858,226000,754700,8.48,11.01,245,12.6,3,8.8,5.8,9.4,19.4,77,23,0,0,776996.3373,206884.936,2,14
SEPA_W24,Etive,1980,56.618,-4.93876,219700,751200,8.57,10.71,115,11.9,5,16.8,2.8,19.2,39.9,80,20,0,0,773498.2964,201672.0814,NA,NA
SEPA_W25,Etive,1980,56.5708,-5.03606,213500,746200,8.68,10.59,15,5.1,6,26.8,2.2,25.2,33.7,77,23,0,0,768613.4583,196609.0872,2,14
SEPA_W26,Orchy/Water of Tulla,1980,56.5293,-4.76923,229700,740900,8.41,11.46,155,5.4,6,21.5,0.7,18.8,38.4,73,27,0,0,764318.5264,210493.5552,1,5
SEPA_W27,Orchy/Water of Tulla,1980,56.4345,-4.86779,223200,730600,8.44,11.31,65,4.1,8,35.2,1.5,23.5,34.6,62,37,2,0,754507.4532,205364.9971,NA,NA
SEPA_W28,Orchy/Water of Tulla,1980,56.4043,-4.96928,216800,727500,8.51,11.07,45,2.1,8,43,2.9,20.6,35.4,53,43,3,0,751381.9847,200083.9767,2,13
SEPA_W29,Orchy/Water of Tulla,1980,56.5949,-4.64693,237500,747900,8.36,11.72,275,17.7,3,8.8,7.7,11.4,20.3,83,17,0,0,771107.6235,216857.4215,NA,NA
SEPA_W30,Orchy/Water of Tulla,1980,56.5614,-4.74389,231400,744400,8.39,11.51,166,3.9,5,16.8,6.9,14.1,17.6,8,88,0,3,767640.6303,211812.1192,2,14
SEPA_W31,Abhainn Shira,1980,56.5401,-4.81231,227100,742200,8.41,11.28,166,9.1,5,13,2.8,17.8,17.6,62,38,0,0,765436.2436,208251.8924,2,14
SEPA_W32,Allt na Feithe,1980,56.6629,-4.90308,222100,756100,8.56,10.71,275,9.1,4,5.4,1.7,7.6,18,70,30,0,0,778145.1022,203528.686,NA,NA
SEPA_W33,Ruel,1980,56.0688,-5.15557,203600,690700,8.73,11.03,27,17.5,3,6.9,15.1,7.1,20.5,70,28,2,0,716660.3066,190390.3983,2,13
SEPA_W34,Ruel,1980,55.9946,-5.20888,199900,682600,8.89,10.68,6,1.5,5,21.8,15.4,13.1,35.4,62,35,3,0,708981.1755,187616.4186,2,13
SEPA_W35,Barr Water,1980,55.5835,-5.63403,171000,638200,9.35,9.6,69,9.5,3,8,7.4,12.3,18.9,77,23,0,0,666435.477,165493.7878,1,4
SEPA_W36,Barr Water,1980,55.5645,-5.69892,166800,636300,9.35,9.6,24,10,4,13.4,18.2,9.9,29.6,70,30,0,0,664469.1227,162117.2442,2,13
SEPA_W37,Carradale Water,1980,55.6425,-5.52342,178300,644400,9.31,9.65,51,10.5,3,10.7,1.7,7.3,22.4,63,37,0,0,672541.5247,171249.3663,2,14
SEPA_W38,Carradale Water,1980,55.5822,-5.49261,179900,637600,9.33,9.66,4,1.1,4,20.6,8,15.7,19.7,65,32,3,0,666300.937,172852.561,1,7
SN01,Ditton Stream,1980,51.3,0.45,571000,158500,10.15,13.21,10,7.1,1,1.5,276,1.3,23.3,20,43,17,20,223126.0647,482075.5814,NA,NA
SN02,Sutton Stream,1980,50.95,-0.6,498600,117500,10.2,12.65,16,6.3,1,2,183,1.8,30,2,15,0,83,186903.7479,427438.9535,6,39
SO01,Urr Water,1980,55.06,-3.93,276600,575700,8.77,11.83,106,8.3,4,15,14,15.3,31.3,68,29,3,0,612257.2402,254162.7907,2,12
SO02,Urr Water,1980,54.97,-3.87,280600,566000,8.88,11.7,20,2.5,6,27.5,33.3,13.7,24.7,50,50,0,0,602942.9302,257284.8837,3,22
SO03,Southwick Burn/Boreland Burn,1980,54.9,-3.67,292900,557400,9.04,11.32,16,12.5,3,8.4,17.3,7,22.9,47,18,35,0,595698.4668,267691.8605,2,16
ST01,Severn,1980,52.49,-3.44,302500,288500,9.99,11.86,136,1.8,7,31,15,21.7,25,32,68,0,0,346281.9421,279659.8837,2,11
ST02,Severn,1980,52.74,-2.79,346800,316400,9.94,12.6,49,0.3,8,119.5,61.2,25,76.7,23,73,0,3,372155.0256,313482.5581,5,33
ST03,Sher Brook,1980,52.79,-2.02,398800,321300,9.58,12.59,86,12.5,1,5.3,83,2,11.7,17,70,13,0,377329.6422,353549.4186,4,28
ST04,Sence,1980,52.68,-1.23,452300,309800,9.82,13.18,105,10,1,6,134.9,3,9.3,40,35,12,13,365945.4855,394656.9767,3,24
ST05,Derwent,1980,53.25,-1.62,425200,372200,9.89,12.63,109,1.9,5,35,59.4,20,25,83,13,3,0,424936.1158,374363.3721,3,24
ST06,Derwent,1980,53.11,-1.55,430100,357200,9.7,12.66,79,1.9,6,54.2,132,24,40,73,17,10,0,410447.1891,378005.814,5,32
ST07,Wye,1980,53.22,-1.71,419500,369700,9.84,12.56,135,4.3,4,26,196.6,20,21.7,60,20,20,0,421831.3458,369680.2326,3,24
SW01,Bodilly Stream,1980,50.14,-5.26,167000,31800,11.33,9.45,116,7.7,1,4.3,8.5,2.1,18.2,14,58,8,20,103074.9574,184956.3953,4,29
SW02,Drift/Newlyn River,1980,50.12,-5.59,143300,30200,11.45,9.15,91,10,1,6.5,8.3,2.8,30.6,34,45,17,4,101005.1107,167784.8837,4,29
SW04,Poltesco River,1980,50,-5.18,172400,15700,11.39,8.95,33,50,1,5.3,153,3.2,14.1,55,30,5,10,88586.03066,189119.186,3,25
SW05,Stithians Stream,1980,50.19,-5.18,173400,37400,11.31,9.51,118,16.7,1,4.5,11,2.3,12.1,31,38,23,8,108249.5741,189119.186,4,29
SW06,Trevaylor Stream,1980,50.13,-5.53,147600,31800,11.41,9.24,23,33.3,1,6,12.1,1.8,19.7,38,38,12,12,102040.0341,170906.9767,4,29
SW07,Gweek River,1980,50.12,-5.21,170400,29200,11.38,9.38,70,25,1,5,11.1,2.1,21.1,23,38,18,20,101005.1107,187558.1395,4,29
SW08,Manaccan River,1980,50.06,-5.14,175500,22200,11.39,9.02,37,8.3,1,3.5,106.3,2.6,10,28,37,10,25,94795.5707,191200.5814,4,29
SW09,St.Keverne Stream,1980,50.06,-5.07,180500,21800,11.39,9.08,6,25,1,3,103.9,1.5,13.1,13,60,17,10,94795.5707,194843.0233,6,39
TA01,Earn,1980,56.35,-3.54,304800,718400,8.56,12.6,5,0.8,8,63,28,28.3,44.6,60,25,12,3,745762.3509,274456.3953,2,12
TA02,Isla,1980,56.61,-3.15,329400,746600,8.56,12.3,39,0.5,6,49,32,31,30.5,27,63,5,5,772670.3578,294750,3,22
TA03,South Esk,1980,56.72,-2.68,358400,759200,8.51,11.7,25,2,7,66.4,29,19,53.3,70,25,4,1,784054.5145,319206.3953,3,22
TA04,Braan,1980,56.56,-3.59,302300,742300,8.5,12.54,49,2,6,32,16,18.8,35.4,72,28,0,0,767495.7411,271854.6512,2,12
TA05,Prosen Water,1980,56.72,-2.99,339400,758600,8.51,12.06,110,11.1,5,25.5,23,19.7,22.1,63,37,0,0,784054.5145,303075.5814,2,16
TA06,Vinny Water,1980,56.64,-2.7,356800,749600,8.56,11.69,52,5.6,2,11.5,95,6.3,7.9,23,63,7,7,775775.1278,318165.6977,3,23
TA07,Elliot Water,1980,56.55,-2.62,362000,739400,8.61,11.28,4,12.5,2,11.8,112,3.3,9.9,53,42,5,0,766460.8177,322328.4884,NA,NA
TA08,Kenly Water,1980,56.29,-2.75,353700,711200,8.68,11.38,70,50,1,10,120,3.8,31.3,35,53,10,2,739552.8109,315563.9535,6,39
TH01,Kennet,1980,51.39,-1.22,454400,165900,10.3,13.19,63,1.5,6,63.6,246,13.1,43.3,5,63,25,7,232440.3748,395177.3256,5,34
TH02,Lambourn,1980,51.42,-1.35,445300,169100,10.23,13.16,78,1.8,4,19,251,11.2,43.3,3,42,37,18,235545.1448,388412.7907,6,37
TH03,Lyde River,1980,51.28,-1,469600,154200,10.37,13.2,64,3.7,2,5,243,5.8,36.7,23,43,25,8,221056.2181,406625,6,37
TH04,Coln,1980,51.8,-1.88,408100,211200,10.38,13.2,118,2.2,2,17,158,7.9,22.3,12,47,25,17,274872.2317,360834.3023,6,37
TH05,Windrush,1980,51.86,-1.74,417800,217700,10.36,13.24,120,2.1,4,21,172,8.5,48.3,12,43,33,12,281081.7717,368119.186,6,37
TH06,Clayhill Brook,1980,51.41,-1.06,465500,168400,10.33,13.3,62,12.5,1,1.4,155,0.7,9,2,48,18,32,234510.2215,403502.907,NA,NA
TH07,Ash,1980,51.8,0,537700,213300,10.04,13.3,33,1.7,2,25,234,5.2,26.7,8,63,19,10,274872.2317,458659.8837,6,37
TH08,Chess,1980,51.64,-0.46,506600,194700,10.48,13.48,50,1.1,2,15,253,8.5,25.7,6,43,38,12,258313.4583,434723.8372,6,37
TW02,Tarth Water,1980,55.67,-3.33,316500,642900,8.64,11.8,191,2.3,3,11,99,3.8,30.2,13,79,8,0,675387.5639,285383.7209,3,22
TW03,Eden Water,1980,55.7,-2.59,362700,645100,8.93,11.77,172,0.1,1,4.8,121,1.8,10.2,35,54,10,1,678492.3339,323889.5349,4,28
WE01,Cynfal,1980,52.95,-3.91,271400,340900,9.8,10.47,185,33.3,2,6.5,12.9,5.3,24,78,21,0,1,393888.4157,255203.4884,2,8
