"sample","HC5_aj","lower","upper","chem","site_id","date_id","latitude","longitude","brt20","brt20_aggregate","brt12","RT_AF","richness","ta7"
"site_01977_date_00461_naiades",113.596553013557,57.3252104705445,238.899652087372,"ATZ",1977,461,2701384.33584353,3735187.48610069,"RT5","RT4_5","RT03",NA,55,"D"
"site_01978_date_00211_naiades",176.663405448839,94.6180545935294,358.08440878095,"ATZ",1978,211,2711945.72841027,3718908.95154001,"RT5","RT4_5","RT03",NA,46,"D"
"site_01978_date_00369_rcs",129.433001376099,65.3491434306152,282.767160337448,"ATZ",1978,369,2364538.94991176,3415041.81558372,"RT5","RT4_5","RT05",NA,45,"D"
"site_01979_date_00285_rcs",113.58277375345,55.0408151145599,265.982058356417,"ATZ",1979,285,2364538.94991176,3415041.81558372,"RT3","RT3","RT05",NA,39,"C"
"site_01980_date_00183_naiades",113.360084332692,59.8730870048335,245.815908373425,"ATZ",1980,183,2626842.48638749,3732568.11964111,"RT9","RT9","RT09",NA,40,"F"
"site_01980_date_00405_rcs",150.686482688539,73.7196117651492,340.551057811322,"ATZ",1980,405,2364538.94991176,3415041.81558372,"RT9","RT9","RT05",NA,36,"F"
"site_01983_date_00066_naiades",149.583717157447,64.0582272164714,349.740245293176,"ATZ",1983,66,2667863.27499757,3726246.59875488,"RT4","RT4_5","RT02",NA,36,"D"
"site_01986_date_00728_naiades",120.109875779596,59.9226391250082,253.188846893728,"ATZ",1986,728,2678224.65047081,3721344.90501904,"RT4","RT4_5","RT02",NA,53,"D"
"site_01987_date_00407_rcs",95.866113300108,49.9466467961725,194.859010355892,"ATZ",1987,407,2297666.38450754,3407666.74009966,"RT4","RT4_5","RT10",NA,41,"D"
"site_01989_date_00020_rcs",112.48179399134,60.0140212269945,226.860291830135,"ATZ",1989,20,2297666.38450754,3407666.74009966,"RT11","RT8_10_11_18","RT10",NA,44,"E"
"site_01989_date_00816_naiades",160.175312145913,87.2195909362222,321.100224641689,"ATZ",1989,816,2716922.85901274,3754687.87729871,"RT11","RT8_10_11_18","RT07",NA,52,"E"
"site_01990_date_00044_rcs",117.049547493992,69.8646778243667,206.755405642259,"ATZ",1990,44,2297666.38450754,3407666.74009966,"RT16","RT14_15_16","RT10",NA,55,"G"
"site_01991_date_00117_naiades",112.797176010235,61.8760595119945,228.287236483004,"ATZ",1991,117,2727709.39658364,3749339.41683103,"RT5","RT4_5","RT03",NA,55,"D"
"site_01994_date_01420_naiades",123.366829032494,65.809093305118,268.768238289592,"ATZ",1994,1420,2728564.22429765,3771626.98338958,"RT11","RT8_10_11_18","RT07",NA,50,"E"
"site_02006_date_01463_monitoring_czech2",120.701380875306,69.0918760443217,235.494131299065,"ATZ",2006,1463,2867200.40435249,4683632.59628958,"RT8","RT8_10_11_18","RT08",NA,50,"E"
"site_02011_date_00383_rcs",159.403028546238,87.454608794864,298.084535152642,"ATZ",2011,383,2249939.00101654,3492301.89406552,"RT16","RT14_15_16","RT10",NA,33,"G"
"site_02015_date_00403_rcs",141.468454903509,81.4124067874497,275.922222403456,"ATZ",2015,403,2254713.87717973,3501818.32765348,"RT16","RT14_15_16","RT10",NA,41,"G"
"site_02019_date_00403_rcs",197.288418763558,120.262220225193,351.286793070662,"ATZ",2019,403,2235001.73599421,3501584.54050097,"RT16","RT14_15_16","RT10",NA,31,"G"
"site_02021_date_00066_naiades",150.751734725819,80.7544350132103,288.720603516915,"ATZ",2021,66,2645688.55023746,3714692.34281541,"RT3","RT3","RT05",NA,44,"C"
"site_02032_date_00006_naiades",162.382966596955,75.3690946716444,378.862567727313,"ATZ",2032,6,2712818.68294451,3639612.54599471,"RT4","RT4_5","RT02",NA,36,"D"
"site_02034_date_01463_monitoring_czech2",286.848803672809,125.617408028448,783.391229108136,"ATZ",2034,1463,3003520.1016496,4554986.90138427,"RT8","RT8_10_11_18","RT08",NA,20,"E"
"site_02036_date_01079_naiades",209.594717618947,81.3577526480597,606.112192962809,"ATZ",2036,1079,2687145.76344582,3654134.76033947,"RT4","RT4_5","RT02",NA,30,"D"
"site_02040_date_00052_rcs",121.574188328194,68.3510859727074,235.221410731102,"ATZ",2040,52,2369548.98238973,3457810.93784442,"RT2","RT2","RT04",NA,41,"B"
"site_02041_date_00365_rcs",136.932124117904,69.1855171860761,284.350838567081,"ATZ",2041,365,2369548.98238973,3457810.93784442,"RT5","RT4_5","RT04",NA,32,"D"
"site_02041_date_00698_naiades",169.4915111427,71.221702267224,471.403504665438,"ATZ",2041,698,2713335.53404577,3655506.09398492,"RT5","RT4_5","RT03",NA,31,"D"
"site_02047_date_00372_rcs",129.198407949145,55.1103384400899,315.545822668913,"ATZ",2047,372,2382067.29541288,3494550.9965743,"RT2","RT2","RT04",NA,24,"B"
"site_02053_date_00022_naiades",117.065886596443,58.9676826594411,237.20331795395,"ATZ",2053,22,2727497.01876698,3604465.69422396,"RT5","RT4_5","RT03",NA,51,"D"
"site_02055_date_00451_monitoring_uk",122.53220487179,55.9051207334505,283.62468104404,"ATZ",2055,451,3538097.52010847,3502829.43305093,"RT3","RT3","RT05",NA,42,"C"
"site_02058_date_00968_naiades",138.510505593889,63.8831021015615,305.451320811613,"ATZ",2058,968,2725630.00479727,3602171.99783798,"RT5","RT4_5","RT03",NA,44,"D"
"site_02061_date_00164_naiades",122.224377075993,65.71979029492,264.921078182873,"ATZ",2061,164,2716175.42355403,3626890.15386452,"RT5","RT4_5","RT03",NA,55,"D"
"site_02062_date_01153_naiades",98.4074874889692,46.4350427042278,216.42534554961,"ATZ",2062,1153,2720996.23968053,3628146.42139301,"RT5","RT4_5","RT03",NA,50,"D"
"site_02064_date_00001_naiades",190.130840388614,91.123795603119,434.374137220177,"ATZ",2064,1,2725789.52057776,3625624.35875635,"RT5","RT4_5","RT03",NA,37,"D"
"site_02067_date_00019_naiades",124.425641651468,60.3506257378649,265.03945359038,"ATZ",2067,19,2705471.96389203,3663157.6826314,"RT4","RT4_5","RT02",NA,47,"D"
"site_02069_date_00124_naiades",126.756318058718,58.5841549087607,290.493742417168,"ATZ",2069,124,2727562.8565248,3582797.03681055,"RT5","RT4_5","RT03",NA,40,"D"
"site_02069_date_00470_wiser",167.583712543189,78.4898413935333,402.099711814684,"ATZ",2069,470,2801409.19377499,4826679.79017071,"RT5","RT4_5","RT01",NA,33,"D"
"site_02071_date_00470_wiser",495.912383678823,154.143605525047,1965.07092487335,"ATZ",2071,470,2805085.70265228,4833725.19362694,"RT1","RT1","RT01",NA,15,"A"
"site_02072_date_00469_wiser",263.02628354686,123.593623459737,563.058054970102,"ATZ",2072,469,2832960.90627816,4590254.40718307,"RT1","RT1","RT01",NA,33,"A"
"site_02076_date_00236_naiades",144.36729405946,88.7925618233732,259.296805644958,"ATZ",2076,236,2548360.17354504,3699078.88512618,"RT9","RT9","RT09",NA,46,"F"
"site_02082_date_01045_naiades",107.118689204255,57.9098126075546,207.400307749022,"ATZ",2082,1045,2564194.58549185,3686041.99491799,"RT9","RT9","RT09",NA,44,"F"
"site_02085_date_00199_naiades",123.128322679063,64.3594017840162,261.647030621577,"ATZ",2085,199,2560212.50230522,3673629.46376621,"RT9","RT9","RT09",NA,44,"F"
"site_02087_date_01045_naiades",114.036381771096,61.7508694624683,223.603979106028,"ATZ",2087,1045,2563058.65637111,3694961.51292264,"RT8","RT8_10_11_18","RT08",NA,43,"E"
"site_02108_date_00265_naiades",171.058736537199,69.6597073895157,464.942647127338,"ATZ",2108,265,2638802.08021069,3571423.27661276,"RT5","RT4_5","RT03",NA,25,"D"
"site_02108_date_00403_rcs",159.20084423554,100.71002943773,271.002035923765,"ATZ",2108,403,2751828.37229382,4074514.41377769,"RT5","RT4_5","RT09",NA,44,"D"
"site_02109_date_00250_rcs",135.483974282928,77.3176528422311,256.17081523444,"ATZ",2109,250,2751828.37229382,4074514.41377769,"RT9","RT9","RT09",NA,41,"F"
"site_02114_date_00311_naiades",127.045356059685,66.5708236837912,257.469229331112,"ATZ",2114,311,2642418.76955212,3571618.35555832,"RT5","RT4_5","RT03",NA,55,"D"
"site_02118_date_00070_naiades",145.928125478528,75.0774027600475,320.633378993011,"ATZ",2118,70,2665828.80989595,3564841.13304918,"RT5","RT4_5","RT03",NA,55,"D"
"site_02121_date_00275_naiades",118.955109107271,59.5429976566085,261.229823418077,"ATZ",2121,275,2653883.76764822,3567333.69062667,"RT4","RT4_5","RT02",NA,44,"D"
"site_02122_date_00275_naiades",119.247561025209,59.3155249155952,256.749990286364,"ATZ",2122,275,2653925.7387536,3566642.46250947,"RT4","RT4_5","RT02",NA,47,"D"
"site_02123_date_01854_monitoring_czech2",71.018890006365,29.8653822158088,180.229111019034,"ATZ",2123,1854,2961390.39737365,4686276.0766015,"RT9","RT9","RT09",NA,44,"F"
"site_02134_date_00387_rcs",203.908710885064,104.919755411213,442.356008205338,"ATZ",2134,387,2630277.63554865,4030995.2635219,"RT15","RT14_15_16","RT10",NA,29,"G"
"site_02136_date_00131_naiades",113.295064221672,61.1578347613578,237.557598951725,"ATZ",2136,131,2608303.93205761,3690877.66060108,"RT3","RT3","RT09",NA,34,"C"
"site_02136_date_00435_monitoring_uk",215.180313783654,139.80243568207,367.062541384735,"ATZ",2136,435,3502404.91228419,3501538.00334408,"RT3","RT3","RT05",NA,31,"C"
"site_02137_date_00016_rcs",126.898929263907,57.5764887222207,294.342364925371,"ATZ",2137,16,2635921.6331334,4036738.78404155,"RT9","RT9","RT10",NA,34,"F"
"site_02138_date_00015_naiades",156.771267923413,80.3541986549023,320.255568837726,"ATZ",2138,15,2589968.26217252,3705421.49684343,"RT8","RT8_10_11_18","RT08",NA,45,"E"
"site_02138_date_00387_rcs",143.691831289528,67.6537918034792,336.470076645865,"ATZ",2138,387,2635921.6331334,4036738.78404155,"RT8","RT8_10_11_18","RT10",NA,35,"E"
"site_02140_date_01021_naiades",123.663600665716,72.3517788036386,229.793648165441,"ATZ",2140,1021,2616502.75756364,3709527.1486103,"RT9","RT9","RT09",NA,56,"F"
"site_02141_date_01021_naiades",121.525315400419,58.1097322848137,263.389525923868,"ATZ",2141,1021,2615526.12631815,3706297.85543088,"RT9","RT9","RT09",NA,48,"F"
"site_02143_date_00160_naiades",111.31251419437,62.4582301347478,215.772274416106,"ATZ",2143,160,2619736.92164773,3690577.14274688,"RT9","RT9","RT09",NA,52,"F"
"site_02144_date_00143_rcs",145.973604764781,57.0972917813781,397.972417484009,"ATZ",2144,143,2665070.73272097,4065583.98423262,"RT9","RT9","RT06",NA,27,"F"
"site_02148_date_00143_rcs",115.53792010568,63.371254348449,236.475015299232,"ATZ",2148,143,2687884.47457936,4090170.78721221,"RT10","RT8_10_11_18","RT06",NA,47,"E"
"site_02151_date_00542_naiades",115.759842346152,57.0067296125277,272.077630855873,"ATZ",2151,542,2650593.129259,3686943.80559653,"RT5","RT4_5","RT03",NA,46,"D"
"site_02152_date_00124_naiades",91.6633909555562,42.5713247364079,219.497985384981,"ATZ",2152,124,2648262.87977278,3695509.42811413,"RT5","RT4_5","RT03",NA,44,"D"
"site_02153_date_00106_naiades",223.7505200384,107.001159717148,490.162961837581,"ATZ",2153,106,2644923.2804819,3688969.67459378,"RT5","RT4_5","RT03",NA,36,"D"
"site_02154_date_00780_naiades",129.121716138314,68.1723724165355,264.989788128885,"ATZ",2154,780,2650139.50180751,3654994.77588685,"RT4","RT4_5","RT02",NA,52,"D"
"site_02160_date_01324_naiades",121.424830924292,59.7479780903905,265.105752014719,"ATZ",2160,1324,2624985.21982461,3621278.67903243,"RT2","RT2","RT04",NA,46,"B"
"site_02162_date_00584_naiades",340.300946388647,176.131706959989,758.519421818339,"ATZ",2162,584,2663991.17531163,3622981.03499572,"RT2","RT2","RT04",NA,36,"B"
"site_02165_date_00106_naiades",202.495484621002,105.914878267127,466.081814480125,"ATZ",2165,106,2643832.06760679,3644977.82069553,"RT4","RT4_5","RT02",NA,33,"D"
"site_02181_date_00093_rcs",125.276985051339,70.5129134765376,243.983530705094,"ATZ",2181,93,2599778.87084094,3905925.76375538,"RT10","RT8_10_11_18","RT06",NA,48,"E"
"site_02191_date_00140_rcs",116.986802366329,32.04861467964,510.415135074679,"ATZ",2191,140,2617904.50658536,3941380.48986039,"RT4","RT4_5","RT02",NA,18,"D"
"site_02195_date_00214_naiades",156.254142167593,73.3004110624458,333.218817520396,"ATZ",2195,214,2715337.60378379,3623863.86120517,"RT5","RT4_5","RT03",NA,43,"D"
"site_02205_date_00420_rcs",112.936402168608,67.1887752583394,203.757438707701,"ATZ",2205,420,2579387.07661209,3899921.16282373,"RT8","RT8_10_11_18","RT07",NA,56,"E"
"site_02222_date_01460_naiades",137.272174893179,67.6410698375626,285.672330351506,"ATZ",2222,1460,2735281.88538192,3581214.34916716,"RT4","RT4_5","RT02",NA,41,"D"
"site_02230_date_00777_naiades",115.221802862116,53.2954014972165,278.10906092045,"ATZ",2230,777,2867596.49630958,3615084.4402862,"RT5","RT4_5","RT03",NA,34,"D"
"site_02232_date_00777_naiades",151.551804678435,65.6411670798962,368.682811450924,"ATZ",2232,777,2869749.28803523,3607286.68089268,"RT5","RT4_5","RT03",NA,35,"D"
"site_02233_date_00264_rcs",170.515221501146,106.392858783454,281.246364706902,"ATZ",2233,264,2579299.98213059,3996681.3759512,"RT11","RT8_10_11_18","RT07",NA,37,"E"
"site_02237_date_00157_rcs",124.259926019763,74.212009252162,218.295492882931,"ATZ",2237,157,2553064.71039358,4022411.62872161,"RT4","RT4_5","RT08",NA,41,"D"
"site_02237_date_01649_naiades",108.111592734625,51.5495928284534,253.080008918912,"ATZ",2237,1649,2876634.55004862,3616352.3737254,"RT4","RT4_5","RT02",NA,36,"D"
"site_02238_date_00095_rcs",150.597517842486,92.6289200221292,263.280952945163,"ATZ",2238,95,2553064.71039358,4022411.62872161,"RT8","RT8_10_11_18","RT08",NA,50,"E"
"site_02241_date_00274_rcs",132.082204324953,75.1995993851108,243.064855021441,"ATZ",2241,274,2550479.97669576,3999067.60495413,"RT8","RT8_10_11_18","RT08",NA,38,"E"
"site_02247_date_00204_naiades",123.989226682494,65.7632253059889,258.834191610731,"ATZ",2247,204,2846522.75957451,3649103.20330584,"RT4","RT4_5","RT02",NA,46,"D"
"site_02256_date_00527_naiades",120.850586850443,62.7660706501473,243.7472698779,"ATZ",2256,527,2827357.59911334,3616905.0711097,"RT5","RT4_5","RT03",NA,50,"D"
"site_02267_date_00520_naiades",143.134766810174,62.461270003236,338.723040689541,"ATZ",2267,520,2820365.62411721,3548004.1115981,"RT2","RT2","RT04",NA,35,"B"
"site_02269_date_00765_naiades",105.438607931522,48.710242638002,240.603219705499,"ATZ",2269,765,2818454.23671251,3540958.60607797,"RT3","RT3","RT05",NA,39,"C"
"site_02271_date_00237_rcs",166.775690576079,98.4208710716179,300.129426718356,"ATZ",2271,237,2593270.94058249,3990826.94183793,"RT10","RT8_10_11_18","RT06",NA,37,"E"
"site_02272_date_00552_naiades",161.012861400369,67.9087173016898,425.487116449875,"ATZ",2272,552,2820910.72814727,3541096.73482217,"RT3","RT3","RT05",NA,35,"C"
"site_02284_date_00203_naiades",140.377136651206,71.7133578361238,282.027525710384,"ATZ",2284,203,2793894.42103383,3652008.29638279,"RT4","RT4_5","RT02",NA,47,"D"
"site_02286_date_00196_naiades",160.749015846243,61.9172284978126,464.396412784805,"ATZ",2286,196,2807548.82158937,3636823.43048724,"RT5","RT4_5","RT03",NA,25,"D"
"site_02304_date_00110_naiades",232.665032977683,85.1135016872489,691.321045044743,"ATZ",2304,110,2780586.80074337,3565009.65802003,"RT8","RT8_10_11_18","RT05",NA,22,"E"
"site_02308_date_00010_naiades",146.3550656035,50.9738172005492,487.141914288395,"ATZ",2308,10,2877882.37091578,3546202.62916444,"RT3","RT3","RT05",NA,22,"C"
"site_02309_date_00254_monitoring_uk",126.863222983136,60.7125028138284,290.26396157897,"ATZ",2309,254,3341291.22734053,3615557.24814174,"RT4","RT4_5","RT02",NA,41,"D"
"site_02310_date_00254_monitoring_uk",136.731984834139,60.5065570218233,336.490256559787,"ATZ",2310,254,3341314.61137578,3615563.1920561,"RT4","RT4_5","RT02",NA,31,"D"
"site_02314_date_00794_naiades",101.115798744335,54.9937724177818,195.910122313261,"ATZ",2314,794,2872490.41224538,3565738.33775059,"RT9","RT9","RT09",NA,44,"F"
"site_02322_date_00245_rcs",118.388022219528,65.8986124777201,236.769387099121,"ATZ",2322,245,2407421.15943413,3945597.01018628,"RT18","RT8_10_11_18","RT11",NA,35,"E"
"site_02332_date_00441_rcs",114.874851260574,55.7998710842775,252.265506312005,"ATZ",2332,441,2357683.33674781,3877976.8849516,"RT17","RT17","RT11",NA,42,NA
"site_02345_date_00086_rcs",171.615205919809,116.368860408442,269.656517691506,"ATZ",2345,86,2357636.6938465,3842502.71214631,"RT19","RT19","RT12",NA,44,NA
"site_02363_date_00129_naiades",184.622117402035,67.7718892755014,632.084885981652,"ATZ",2363,129,2798366.65131623,3529341.77176982,"RT3","RT3","RT05",NA,22,"C"
"site_02371_date_00211_rcs",193.457180785331,114.108646992023,355.24679252986,"ATZ",2371,211,2408973.64257376,4023930.99971623,"RT16","RT14_15_16","RT10",NA,25,"G"
"site_02374_date_00253_monitoring_uk",121.138235459355,56.0781685124892,294.800298419414,"ATZ",2374,253,3376995.55884847,3480892.18659025,"RT4","RT4_5","RT02",NA,29,"D"
"site_02379_date_00006_naiades",122.597185930311,57.7608751926362,279.483707284279,"ATZ",2379,6,2733128.53641978,3537382.0208765,"RT5","RT4_5","RT03",NA,40,"D"
"site_02387_date_00243_rcs",129.447110008053,66.0849064828414,268.997646156675,"ATZ",2387,243,2450427.5356815,3958042.03658032,"RT18","RT8_10_11_18","RT11",NA,38,"E"
"site_02402_date_00140_rcs",214.995107547738,118.791892360646,407.561875966707,"ATZ",2402,140,2384478.71104683,4063349.8128956,"RT15","RT14_15_16","RT10",NA,24,"G"
"site_02418_date_00210_naiades",327.880561564703,135.087686106474,841.889834462506,"ATZ",2418,210,2720834.44501218,3436083.00860016,"RT3","RT3","RT05",NA,34,"C"
"site_02419_date_00228_naiades",331.080677203435,149.845378379615,818.873569459395,"ATZ",2419,228,2720519.70010558,3435182.47807847,"RT3","RT3","RT05",NA,31,"C"
"site_02421_date_00095_naiades",392.531807436177,68.784904011627,2422.07827618231,"ATZ",2421,95,2735631.60509101,3427874.34051611,"RT3","RT3","RT05",NA,13,"C"
"site_02424_date_00048_rcs",123.407137025716,63.4338751911272,267.676993010856,"ATZ",2424,48,2189074.94621549,3674931.03912073,"RT3","RT3","RT10",NA,36,"C"
"site_02424_date_00271_naiades",170.207809489439,86.816993280866,351.58827561273,"ATZ",2424,271,2760474.98846372,3428173.03398045,"RT3","RT3","RT05",NA,46,"C"
"site_02425_date_00253_monitoring_uk",121.551550366251,52.9437007181373,342.163315260283,"ATZ",2425,253,3368809.78583932,3478937.66568099,"RT4","RT4_5","RT02",NA,34,"D"
"site_02425_date_00267_rcs",124.364637806331,61.1643081322243,266.111036762116,"ATZ",2425,267,2189074.94621549,3674931.03912073,"RT4","RT4_5","RT10",NA,33,"D"
"site_02426_date_00118_rcs",112.833370306895,55.5154115940368,258.161477047543,"ATZ",2426,118,2189074.94621549,3674931.03912073,"RT11","RT8_10_11_18","RT10",NA,28,"E"
"site_02426_date_00252_monitoring_uk",293.838327628788,89.8169149250204,1421.2474067356,"ATZ",2426,252,3353747.56922951,3480777.37804147,"RT11","RT8_10_11_18","RT03",NA,11,"E"
"site_02427_date_00058_rcs",188.418498288285,116.628563589234,328.117938422246,"ATZ",2427,58,2189074.94621549,3674931.03912073,"RT16","RT14_15_16","RT10",NA,32,"G"
"site_02430_date_00118_rcs",190.788952496902,127.260848755409,302.511138735806,"ATZ",2430,118,2186575.28991357,3691846.59761641,"RT10","RT8_10_11_18","RT10",NA,32,"E"
"site_02431_date_00058_rcs",195.19891903899,130.284392835976,317.754619157911,"ATZ",2431,58,2186575.28991357,3691846.59761641,"RT16","RT14_15_16","RT10",NA,38,"G"
"site_02433_date_00019_rcs",122.384033188383,69.8683435512511,225.492193911993,"ATZ",2433,19,2201752.06169167,3703799.14796078,"RT3","RT3","RT11",NA,49,"C"
"site_02433_date_00021_naiades",530.239669745317,167.771680543217,1734.45372417907,"ATZ",2433,21,2692131.33751636,3418881.50966288,"RT3","RT3","RT05",NA,21,"C"
"site_02434_date_00129_rcs",141.894844118187,89.5189753774668,238.564266370103,"ATZ",2434,129,2201752.06169167,3703799.14796078,"RT18","RT8_10_11_18","RT11",NA,43,"E"
"site_02435_date_00058_rcs",119.502925609793,60.5650508225369,255.490384862914,"ATZ",2435,58,2201752.06169167,3703799.14796078,"RT3","RT3","RT11",NA,36,"C"
"site_02435_date_01167_naiades",319.489840457931,91.5310594336351,1302.13751277185,"ATZ",2435,1167,2668724.49866448,3422372.90857245,"RT3","RT3","RT05",NA,21,"C"
